age,age_group,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,td_enroll
28,Millennial,admin.,single,secondary,154,yes,no,cellular,536,1,364,1,other,yes
35,GenX,admin.,divorced,secondary,534,no,no,cellular,669,1,312,3,failure,yes
35,GenX,housemaid,married,tertiary,1265,yes,no,cellular,326,5,179,4,failure,yes
28,Millennial,management,single,secondary,703,yes,no,cellular,485,1,88,1,other,yes
31,Millennial,admin.,married,secondary,685,yes,no,cellular,552,1,329,3,failure,yes
46,GenX,blue-collar,married,primary,1085,yes,yes,cellular,523,2,353,58,other,yes
29,Millennial,services,married,secondary,6567,yes,no,cellular,792,2,298,1,failure,yes
39,GenX,entrepreneur,married,secondary,2139,yes,no,cellular,576,4,371,1,failure,yes
53,Boomer,management,divorced,tertiary,50,yes,no,cellular,669,1,337,3,failure,yes
54,Boomer,unemployed,married,secondary,582,yes,no,cellular,693,5,372,2,failure,yes
28,Millennial,services,single,secondary,341,yes,no,cellular,437,3,347,3,other,yes
25,Millennial,admin.,single,secondary,507,yes,no,cellular,832,1,367,3,failure,yes
44,GenX,blue-collar,married,primary,-101,yes,no,cellular,679,1,366,4,failure,yes
48,GenX,blue-collar,married,secondary,480,yes,no,cellular,830,1,352,2,failure,yes
40,GenX,admin.,married,secondary,2574,yes,no,cellular,432,1,176,1,failure,yes
28,Millennial,management,single,tertiary,41,yes,no,cellular,885,3,352,2,other,yes
36,GenX,admin.,single,secondary,148,yes,no,cellular,1357,4,374,2,failure,yes
38,GenX,self-employed,single,tertiary,5774,yes,no,cellular,406,4,359,5,other,yes
33,Millennial,admin.,single,secondary,5,yes,no,cellular,934,2,368,2,failure,yes
37,GenX,blue-collar,married,primary,2120,yes,no,cellular,655,3,175,4,failure,yes
51,Boomer,management,single,tertiary,297,yes,no,cellular,415,4,375,1,failure,yes
35,GenX,blue-collar,married,secondary,205,yes,yes,cellular,1313,7,312,1,failure,yes
32,Millennial,management,single,tertiary,6542,yes,no,cellular,1598,4,175,5,failure,yes
29,Millennial,blue-collar,married,secondary,-493,yes,no,cellular,536,2,334,4,failure,yes
40,GenX,admin.,single,secondary,2040,yes,no,cellular,906,2,350,2,failure,yes
32,Millennial,technician,single,secondary,230,yes,no,cellular,442,1,266,8,failure,yes
31,Millennial,blue-collar,single,secondary,239,yes,no,cellular,666,1,360,1,success,yes
24,Millennial,services,single,secondary,414,yes,no,cellular,493,1,370,1,other,yes
57,Boomer,admin.,married,secondary,403,yes,no,cellular,603,1,340,2,other,yes
23,Millennial,services,single,secondary,279,yes,no,cellular,843,1,370,1,failure,yes
25,Millennial,management,married,tertiary,-242,yes,yes,cellular,600,4,332,4,other,yes
55,Boomer,retired,divorced,tertiary,0,no,no,cellular,616,1,370,1,success,yes
36,GenX,housemaid,single,secondary,1015,yes,no,cellular,1008,1,347,2,success,yes
45,GenX,technician,divorced,secondary,-357,yes,yes,cellular,618,1,355,2,failure,yes
32,Millennial,blue-collar,married,primary,-454,yes,yes,cellular,801,5,355,2,failure,yes
33,Millennial,blue-collar,married,secondary,139,yes,yes,cellular,732,2,291,5,failure,yes
34,Millennial,blue-collar,married,primary,-1,yes,no,cellular,1057,6,355,1,other,yes
38,GenX,technician,single,secondary,-242,yes,no,cellular,1173,3,278,6,success,yes
35,GenX,services,single,secondary,719,yes,no,cellular,1359,3,368,3,failure,yes
29,Millennial,unemployed,single,tertiary,497,yes,no,cellular,642,3,298,6,success,yes
42,GenX,blue-collar,married,secondary,366,yes,no,cellular,324,1,106,1,failure,yes
45,GenX,admin.,divorced,secondary,397,yes,yes,cellular,582,1,95,2,success,yes
32,Millennial,technician,single,tertiary,1625,no,no,cellular,796,1,109,1,failure,yes
37,GenX,services,married,secondary,1543,yes,no,cellular,298,1,10,6,failure,yes
39,GenX,management,single,tertiary,0,yes,no,cellular,271,1,93,3,success,yes
43,GenX,services,married,secondary,2145,no,no,cellular,271,1,183,3,failure,yes
26,Millennial,student,single,secondary,620,no,no,cellular,223,1,94,1,success,yes
43,GenX,management,divorced,unknown,7702,no,no,cellular,460,1,95,2,success,yes
27,Millennial,student,single,tertiary,3733,yes,no,cellular,198,1,98,6,success,yes
42,GenX,management,married,primary,5310,yes,no,cellular,545,2,186,1,success,yes
36,GenX,management,married,tertiary,255,no,no,cellular,970,2,92,2,other,yes
27,Millennial,management,single,tertiary,616,yes,no,cellular,685,1,101,1,other,yes
43,GenX,admin.,single,secondary,733,yes,no,cellular,282,1,187,3,success,yes
60,Boomer,retired,divorced,tertiary,439,no,yes,cellular,464,1,321,1,failure,yes
26,Millennial,student,single,tertiary,5169,yes,no,cellular,397,1,35,2,failure,yes
36,GenX,management,single,tertiary,1379,no,no,cellular,189,1,186,1,failure,yes
28,Millennial,technician,single,tertiary,0,yes,no,cellular,269,1,40,2,failure,yes
24,Millennial,blue-collar,single,secondary,167,no,yes,cellular,288,1,96,2,success,yes
43,GenX,technician,divorced,secondary,1612,no,no,cellular,262,2,353,1,other,yes
36,GenX,technician,married,tertiary,911,yes,yes,cellular,117,2,21,3,failure,yes
29,Millennial,admin.,married,tertiary,238,no,no,cellular,344,2,88,1,failure,yes
54,Boomer,unemployed,married,secondary,1561,no,no,cellular,352,3,186,2,failure,yes
35,GenX,technician,single,secondary,27,yes,no,cellular,214,1,305,1,other,yes
32,Millennial,technician,single,tertiary,705,yes,no,cellular,414,2,35,4,failure,yes
33,Millennial,technician,single,tertiary,109,yes,yes,cellular,601,2,10,7,failure,yes
24,Millennial,student,single,secondary,23878,no,no,cellular,133,1,97,1,success,yes
58,Boomer,technician,married,secondary,3399,no,no,cellular,1078,1,97,7,other,yes
31,Millennial,technician,single,secondary,138,no,no,cellular,91,1,285,2,other,yes
58,Boomer,retired,married,secondary,2714,no,no,cellular,165,1,287,2,failure,yes
34,Millennial,technician,married,tertiary,23076,no,no,cellular,243,2,35,6,other,yes
48,GenX,management,divorced,tertiary,17964,yes,no,cellular,208,2,96,3,other,yes
32,Millennial,management,single,tertiary,312,no,no,cellular,208,2,98,2,success,yes
47,GenX,admin.,divorced,secondary,2232,no,no,cellular,439,1,103,1,success,yes
37,GenX,admin.,married,secondary,1967,no,no,cellular,242,1,212,1,success,yes
26,Millennial,admin.,single,secondary,2509,no,no,cellular,776,3,97,3,success,yes
32,Millennial,blue-collar,married,secondary,10287,yes,no,cellular,281,4,188,1,failure,yes
30,Millennial,management,single,tertiary,5359,no,no,cellular,119,1,98,1,success,yes
35,GenX,technician,married,secondary,1368,no,no,cellular,329,1,41,2,other,yes
25,Millennial,admin.,single,tertiary,760,yes,no,cellular,223,3,89,2,failure,yes
43,GenX,admin.,married,secondary,132,no,no,cellular,187,2,71,1,success,yes
25,Millennial,technician,single,secondary,7103,yes,no,cellular,188,3,10,1,failure,yes
55,Boomer,admin.,married,secondary,602,no,no,cellular,324,3,90,2,success,yes
49,GenX,management,married,tertiary,1808,yes,no,cellular,205,1,95,1,success,yes
45,GenX,admin.,married,tertiary,2552,no,no,cellular,69,1,293,7,failure,yes
47,GenX,technician,married,secondary,293,no,no,cellular,251,1,90,1,success,yes
54,Boomer,services,divorced,secondary,0,no,no,cellular,174,1,81,2,success,yes
43,GenX,management,divorced,tertiary,2367,no,no,cellular,114,1,38,2,other,yes
27,Millennial,management,single,tertiary,1840,no,no,cellular,220,1,28,8,other,yes
47,GenX,management,married,tertiary,2351,no,no,cellular,163,2,84,1,success,yes
53,Boomer,management,married,unknown,2240,yes,no,cellular,282,2,385,1,success,yes
26,Millennial,admin.,single,tertiary,313,no,yes,cellular,199,1,96,2,success,yes
47,GenX,management,married,tertiary,1147,no,no,cellular,654,1,95,1,failure,yes
38,GenX,admin.,married,tertiary,1988,no,no,cellular,103,1,67,4,success,yes
42,GenX,services,married,secondary,1376,yes,no,cellular,271,2,92,4,success,yes
49,GenX,technician,married,tertiary,523,yes,no,cellular,712,1,60,3,failure,yes
27,Millennial,technician,single,tertiary,15161,no,no,cellular,74,1,120,1,success,yes
38,GenX,technician,married,secondary,5115,yes,no,cellular,318,1,95,7,success,yes
49,GenX,services,married,secondary,7019,yes,no,cellular,263,1,368,3,failure,yes
46,GenX,blue-collar,married,secondary,1568,yes,no,cellular,310,1,55,6,other,yes
28,Millennial,technician,single,tertiary,4987,no,no,cellular,924,2,113,21,success,yes
49,GenX,management,married,tertiary,5887,no,no,cellular,181,3,293,2,failure,yes
29,Millennial,technician,married,secondary,23,yes,no,cellular,163,1,55,2,failure,yes
34,Millennial,unemployed,married,secondary,978,no,no,cellular,262,2,71,1,success,yes
32,Millennial,self-employed,married,secondary,409,no,no,cellular,115,2,86,2,success,yes
42,GenX,blue-collar,married,secondary,2913,no,no,cellular,705,1,195,1,failure,yes
29,Millennial,management,single,tertiary,637,yes,no,cellular,340,1,119,1,failure,yes
26,Millennial,technician,single,secondary,1231,yes,no,cellular,385,2,96,5,success,yes
42,GenX,unemployed,married,tertiary,576,no,no,cellular,447,2,96,1,success,yes
26,Millennial,management,single,tertiary,2786,no,no,cellular,300,2,72,1,success,yes
39,GenX,unemployed,married,tertiary,201,no,no,cellular,699,1,119,1,failure,yes
40,GenX,technician,married,secondary,694,yes,no,cellular,431,2,119,9,failure,yes
43,GenX,blue-collar,married,primary,3917,no,no,cellular,725,2,93,1,success,yes
32,Millennial,blue-collar,married,secondary,889,yes,no,cellular,1076,2,85,3,other,yes
43,GenX,management,divorced,tertiary,481,yes,no,cellular,187,1,20,1,other,yes
35,GenX,services,married,secondary,52,yes,no,cellular,328,2,94,4,success,yes
42,GenX,management,married,tertiary,2665,yes,no,cellular,280,2,126,11,failure,yes
41,GenX,services,married,secondary,0,yes,yes,cellular,352,2,122,2,failure,yes
33,Millennial,technician,single,tertiary,317,yes,no,cellular,323,1,80,14,other,yes
32,Millennial,management,married,tertiary,4945,no,no,cellular,160,1,119,2,other,yes
43,GenX,management,married,tertiary,2987,no,no,cellular,156,1,85,3,failure,yes
38,GenX,technician,single,secondary,1130,no,no,cellular,96,2,98,1,success,yes
38,GenX,entrepreneur,divorced,secondary,1190,yes,no,cellular,81,2,391,3,failure,yes
41,GenX,management,divorced,tertiary,3426,no,no,cellular,102,2,297,3,failure,yes
31,Millennial,services,married,secondary,447,no,no,cellular,327,3,77,3,success,yes
35,GenX,blue-collar,married,secondary,563,no,yes,cellular,147,1,119,3,failure,yes
31,Millennial,management,single,tertiary,617,no,no,cellular,1161,1,97,2,success,yes
34,Millennial,services,married,secondary,2918,no,yes,cellular,246,1,196,2,success,yes
34,Millennial,admin.,single,secondary,303,no,no,cellular,282,3,126,3,failure,yes
40,GenX,admin.,single,secondary,985,yes,no,cellular,592,3,50,8,failure,yes
46,GenX,admin.,married,secondary,974,no,no,cellular,174,2,80,1,success,yes
28,Millennial,management,single,secondary,171,no,no,cellular,324,1,87,1,success,yes
35,GenX,admin.,divorced,secondary,1085,no,no,cellular,199,1,86,7,success,yes
25,Millennial,self-employed,single,tertiary,42,yes,no,cellular,149,1,94,1,success,yes
55,Boomer,housemaid,married,unknown,366,no,no,cellular,365,3,57,2,other,yes
31,Millennial,management,single,tertiary,924,no,no,cellular,207,2,98,1,success,yes
55,Boomer,management,divorced,tertiary,9756,yes,no,cellular,103,2,95,1,other,yes
57,Boomer,management,married,tertiary,256,no,no,cellular,304,2,91,1,success,yes
22,Millennial,blue-collar,single,secondary,682,no,no,cellular,126,2,91,1,success,yes
37,GenX,unknown,single,tertiary,0,no,no,cellular,257,2,97,1,success,yes
46,GenX,technician,married,secondary,3434,no,yes,cellular,148,2,101,1,success,yes
32,Millennial,admin.,single,tertiary,8866,no,no,cellular,234,2,83,2,success,yes
36,GenX,entrepreneur,divorced,tertiary,3407,no,no,cellular,993,4,85,4,success,yes
41,GenX,management,married,tertiary,254,no,no,cellular,183,2,294,2,failure,yes
24,Millennial,management,single,tertiary,1506,no,no,cellular,239,2,95,4,success,yes
60,Boomer,management,married,secondary,544,no,no,cellular,95,7,357,2,failure,yes
40,GenX,self-employed,single,tertiary,10346,no,no,cellular,491,2,207,1,other,yes
50,GenX,management,married,tertiary,1612,no,no,cellular,532,2,98,2,other,yes
34,Millennial,technician,married,tertiary,1539,yes,no,cellular,441,1,56,1,other,yes
59,Boomer,technician,married,secondary,259,no,no,cellular,415,1,89,1,success,yes
31,Millennial,student,single,secondary,1776,no,no,cellular,220,1,207,1,other,yes
26,Millennial,admin.,married,secondary,1595,no,no,cellular,155,1,105,1,failure,yes
37,GenX,admin.,single,tertiary,1000,yes,no,cellular,322,1,90,1,success,yes
59,Boomer,admin.,married,secondary,3735,no,no,cellular,243,3,91,6,success,yes
34,Millennial,management,married,tertiary,2374,yes,yes,cellular,270,2,314,2,failure,yes
26,Millennial,services,single,secondary,1347,no,no,telephone,280,6,92,5,other,yes
49,GenX,management,single,tertiary,7443,no,no,telephone,293,5,211,2,failure,yes
28,Millennial,self-employed,single,tertiary,442,no,no,cellular,474,3,95,3,other,yes
83,Boomer,retired,married,primary,425,no,no,telephone,883,1,140,1,failure,yes
61,Boomer,management,married,tertiary,997,no,no,cellular,269,1,104,1,success,yes
37,GenX,admin.,married,secondary,2061,yes,yes,cellular,459,1,109,3,failure,yes
58,Boomer,admin.,married,secondary,4348,yes,no,cellular,790,4,141,1,other,yes
72,Boomer,self-employed,married,tertiary,132,no,no,cellular,260,2,65,1,success,yes
40,GenX,management,married,tertiary,2763,yes,no,cellular,566,1,395,2,success,yes
42,GenX,entrepreneur,married,secondary,2959,yes,no,telephone,711,1,342,1,failure,yes
28,Millennial,management,single,tertiary,12956,yes,no,cellular,940,1,399,3,success,yes
39,GenX,admin.,divorced,secondary,19,yes,no,cellular,503,2,147,5,success,yes
31,Millennial,blue-collar,married,secondary,625,yes,no,cellular,135,2,49,3,failure,yes
30,Millennial,unemployed,married,tertiary,330,no,no,cellular,264,1,80,1,success,yes
41,GenX,entrepreneur,married,primary,0,no,no,cellular,438,2,389,1,other,yes
48,GenX,management,married,secondary,2892,no,no,cellular,407,1,385,1,success,yes
37,GenX,services,married,secondary,981,no,no,cellular,682,2,386,1,success,yes
38,GenX,unemployed,married,primary,7005,yes,no,cellular,370,1,412,1,failure,yes
31,Millennial,management,single,secondary,202,yes,no,cellular,167,1,62,1,failure,yes
31,Millennial,management,single,tertiary,307,no,no,cellular,361,1,229,2,failure,yes
38,GenX,student,married,unknown,0,no,no,cellular,341,1,385,1,failure,yes
52,Boomer,technician,married,tertiary,2557,no,no,cellular,340,1,156,1,other,yes
27,Millennial,management,single,tertiary,2489,no,no,cellular,323,2,163,2,other,yes
44,GenX,entrepreneur,single,unknown,323,no,no,cellular,332,2,181,2,failure,yes
42,GenX,management,single,tertiary,11008,no,no,cellular,822,6,405,1,success,yes
25,Millennial,management,single,tertiary,219,no,no,cellular,576,1,96,1,success,yes
47,GenX,technician,married,secondary,1167,yes,no,cellular,505,1,96,6,success,yes
40,GenX,technician,single,tertiary,1646,yes,no,cellular,173,1,92,5,success,yes
46,GenX,management,married,tertiary,242,no,no,cellular,120,2,96,1,success,yes
55,Boomer,management,divorced,tertiary,2383,no,no,cellular,1019,2,63,2,success,yes
30,Millennial,self-employed,married,tertiary,2666,no,no,cellular,475,2,93,4,success,yes
48,GenX,management,married,tertiary,1147,no,no,cellular,389,1,64,2,success,yes
47,GenX,management,single,tertiary,86,no,no,cellular,253,1,97,4,success,yes
27,Millennial,management,single,tertiary,6791,no,no,cellular,179,2,69,26,other,yes
20,Millennial,student,married,unknown,292,no,no,cellular,385,2,93,1,failure,yes
47,GenX,housemaid,married,secondary,3940,yes,no,cellular,226,3,97,2,failure,yes
37,GenX,unemployed,single,tertiary,1291,no,no,cellular,150,1,97,2,success,yes
36,GenX,management,married,tertiary,495,no,no,cellular,157,3,97,2,success,yes
53,Boomer,management,married,tertiary,1624,no,no,cellular,107,1,98,6,success,yes
40,GenX,management,married,tertiary,0,no,no,cellular,131,2,98,6,success,yes
53,Boomer,admin.,divorced,secondary,0,yes,yes,cellular,1452,1,98,2,failure,yes
46,GenX,management,married,tertiary,4693,no,yes,cellular,79,1,394,2,failure,yes
41,GenX,admin.,married,tertiary,1536,no,no,cellular,273,1,95,2,failure,yes
37,GenX,admin.,married,secondary,96,no,no,cellular,155,1,99,2,success,yes
34,Millennial,management,married,tertiary,0,yes,no,cellular,262,1,99,2,success,yes
44,GenX,admin.,single,secondary,1534,no,no,cellular,166,1,99,2,other,yes
42,GenX,services,single,secondary,3403,yes,no,cellular,215,1,99,1,failure,yes
58,Boomer,unemployed,married,secondary,687,yes,no,cellular,221,1,99,2,success,yes
41,GenX,management,married,tertiary,2226,no,no,cellular,182,2,99,1,failure,yes
23,Millennial,student,single,secondary,0,no,no,cellular,217,1,99,7,success,yes
54,Boomer,technician,married,secondary,10185,no,no,cellular,559,1,70,2,other,yes
42,GenX,technician,single,unknown,11115,no,no,cellular,187,1,102,1,success,yes
32,Millennial,management,single,tertiary,935,no,no,cellular,161,2,375,5,failure,yes
59,Boomer,retired,divorced,tertiary,3444,no,no,cellular,252,1,185,2,success,yes
32,Millennial,self-employed,single,tertiary,1815,no,no,telephone,235,1,102,2,failure,yes
31,Millennial,management,married,tertiary,10884,no,no,cellular,294,3,98,2,success,yes
30,Millennial,management,single,tertiary,697,no,no,cellular,179,3,102,2,success,yes
42,GenX,blue-collar,married,primary,201,yes,no,cellular,265,1,103,3,success,yes
42,GenX,services,single,tertiary,94,yes,no,cellular,176,2,90,4,failure,yes
57,Boomer,technician,married,secondary,589,yes,no,cellular,167,1,190,5,failure,yes
30,Millennial,management,single,tertiary,533,no,no,cellular,229,2,99,4,success,yes
61,Boomer,retired,married,tertiary,2557,yes,no,cellular,139,3,190,1,success,yes
42,GenX,technician,married,secondary,994,yes,no,cellular,149,1,78,5,failure,yes
26,Millennial,admin.,single,secondary,96,no,no,cellular,349,1,70,3,failure,yes
